"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Rural Payments Agency","Outside London","110","[c]","23480","22150"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","115","[c]","26730","25060"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Outside London","170","[c]","35760","33520"
"Leaver CS","2023","Unknown","Scottish Prison Service","Outside London","250","[c]","31580","29890"
"Leaver CS","2023","Unknown","Serious Fraud Office","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Outside London","85","[c]","27610","23340"
"Leaver CS","2023","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Outside London","40","[c]","25890","22180"
"Leaver CS","2023","Unknown","The National Archives","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","London","295","[c]","48660","41870"
"Leaver CS","2023","Unknown","UK Health Security Agency","Outside London","215","[c]","43740","38970"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Outside London","150","[c]","27600","21200"
"Leaver CS","2023","Unknown","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Outside London","70","[c]","29820","25000"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","40","[c]","40080","34720"
"Leaver CS","2023","White","Animal and Plant Health Agency","London","30","[c]","32330","27960"
"Leaver CS","2023","White","Animal and Plant Health Agency","Outside London","160","[c]","30770","26850"
"Leaver CS","2023","White","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Building Digital UK","London","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","London","285","[c]","54910","56340"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","Outside London","165","[c]","36710","33980"
"Leaver CS","2023","White","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","50","[c]","33250","30030"
"Leaver CS","2023","White","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Charity Commission","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Companies House","Outside London","70","[c]","32850","27570"
"Leaver CS","2023","White","Competition and Markets Authority","London","70","[c]","62000","55910"
"Leaver CS","2023","White","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Crown Commercial Service","Outside London","50","[c]","38910","38330"
"Leaver CS","2023","White","Crown Office and Procurator Fiscal Service","Outside London","110","[c]","34330","24490"
"Leaver CS","2023","White","Crown Prosecution Service","London","65","[c]","39710","28540"
"Leaver CS","2023","White","Crown Prosecution Service","Outside London","260","[c]","39510","33560"
"Leaver CS","2023","White","Defence Electronics and Components Agency","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Equipment and Support","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Equipment and Support","Outside London","720","[c]","38390","33990"
"Leaver CS","2023","White","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Defence Science and Technology Laboratory","Outside London","265","[c]","37850","39890"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","330","[c]","50490","53380"
"Leaver CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","35","[c]","38810","31350"
"Leaver CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","120","[c]","46290","51730"
"Leaver CS","2023","White","Department for Education (excl. agencies)","London","80","[c]","51260","48150"
"Leaver CS","2023","White","Department for Education (excl. agencies)","Outside London","200","[c]","43390","39130"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","125","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","215","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","London","85","[c]","47640","51710"
"Leaver CS","2023","White","Department for International Trade","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","120","[c]","48100","44180"
"Leaver CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","70","[c]","40520","37540"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","London","115","[c]","54060","54870"
"Leaver CS","2023","White","Department for Transport (excl. agencies)","Outside London","40","[c]","45210","39450"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","London","320","[c]","36320","31880"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","Outside London","5405","[c]","26940","27570"
"Leaver CS","2023","White","Department for Work and Pensions (excl. agencies)","Unknown","30","[c]","27750","27570"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","London","125","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Disclosure Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Licensing Agency","Outside London","425","[c]","25480","22500"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Driver and Vehicle Standards Agency","Outside London","295","[c]","29360","27450"
"Leaver CS","2023","White","Education Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Education and Skills Funding Agency","Outside London","40","[c]","41330","38050"
"Leaver CS","2023","White","Estyn","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","FCDO Services","Outside London","45","[c]","34770","31280"
"Leaver CS","2023","White","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Food Standards Agency","Outside London","60","[c]","36070","30580"
"Leaver CS","2023","White","Food Standards Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","45","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","105","[c]","33400","29560"
"Leaver CS","2023","White","Government Actuary's Department","London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","London","150","[c]","55930","52790"
"Leaver CS","2023","White","Government Legal Department","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","165","[c]","34080","29660"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","915","[c]","24360","21780"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","20","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","Outside London","295","[c]","34020","30710"
"Leaver CS","2023","White","HM Prison and Probation Service","London","370","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","4350","[c]","36310","29050"
"Leaver CS","2023","White","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","235","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","2295","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","160","[c]","48970","51300"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","150","[c]","42510","40790"
"Leaver CS","2023","White","Home Office","London","430","[c]","44760","37720"
"Leaver CS","2023","White","Home Office","Outside London","895","[c]","28550","25980"
"Leaver CS","2023","White","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","45","[c]","37890","33590"
"Leaver CS","2023","White","Legal Aid Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","Outside London","45","[c]","27750","21780"
"Leaver CS","2023","White","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","135","[c]","35370","31040"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","85","[c]","60360","55970"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","Outside London","115","[c]","36130","35230"
"Leaver CS","2023","White","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","195","[c]","44950","40760"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","2385","[c]","32400","27740"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","150","[c]","50770","46800"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","135","[c]","40790","37680"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","London","90","[c]","49290","42240"
"Leaver CS","2023","White","National Crime Agency","Outside London","180","[c]","38900","38310"
"Leaver CS","2023","White","National Crime Agency","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Infrastructure Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Records of Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
