"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Unknown","No function","Male","45","[c]","34730","29140"
"Leaver Dept.","2023","Declared non-disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Analysis","Female","115","[c]","42140","41470"
"Leaver Dept.","2023","Declared non-disabled","White","Analysis","Male","120","[c]","46920","39050"
"Leaver Dept.","2023","Declared non-disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Commercial","Female","70","[c]","39160","40510"
"Leaver Dept.","2023","Declared non-disabled","White","Commercial","Male","55","[c]","41170","40000"
"Leaver Dept.","2023","Declared non-disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Communications","Female","80","[c]","42360","40220"
"Leaver Dept.","2023","Declared non-disabled","White","Communications","Male","50","[c]","41530","39220"
"Leaver Dept.","2023","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Counter Fraud","Female","75","[c]","31100","28120"
"Leaver Dept.","2023","Declared non-disabled","White","Counter Fraud","Male","60","[c]","31680","28120"
"Leaver Dept.","2023","Declared non-disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Debt","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Debt","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Digital, Data & Technology","Female","140","[c]","43430","39840"
"Leaver Dept.","2023","Declared non-disabled","White","Digital, Data & Technology","Male","175","[c]","42160","38470"
"Leaver Dept.","2023","Declared non-disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Finance","Female","105","[c]","45550","39890"
"Leaver Dept.","2023","Declared non-disabled","White","Finance","Male","95","[c]","48470","45510"
"Leaver Dept.","2023","Declared non-disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Grants Management","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Human Resources","Female","305","[c]","37000","32420"
"Leaver Dept.","2023","Declared non-disabled","White","Human Resources","Male","120","[c]","37870","35030"
"Leaver Dept.","2023","Declared non-disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Legal","Female","80","[c]","47290","45230"
"Leaver Dept.","2023","Declared non-disabled","White","Legal","Male","45","[c]","48750","51250"
"Leaver Dept.","2023","Declared non-disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","No function","Female","2420","[c]","35520","28480"
"Leaver Dept.","2023","Declared non-disabled","White","No function","Male","1755","[c]","38860","33210"
"Leaver Dept.","2023","Declared non-disabled","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Project Delivery","Female","120","[c]","44780","40800"
"Leaver Dept.","2023","Declared non-disabled","White","Project Delivery","Male","100","[c]","42180","38790"
"Leaver Dept.","2023","Declared non-disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Property","Female","55","[c]","33260","32000"
"Leaver Dept.","2023","Declared non-disabled","White","Property","Male","55","[c]","42120","34300"
"Leaver Dept.","2023","Declared non-disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Security","Female","50","[c]","38630","34170"
"Leaver Dept.","2023","Declared non-disabled","White","Security","Male","60","[c]","32420","32240"
"Leaver Dept.","2023","Declared non-disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","Female","140","[c]","41630","37710"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","Male","110","[c]","40770","36650"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","No function","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","No function","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","No function","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
