"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Black","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","EO","70","[c]","31090","31060"
"Leaver Dept.","2023","Black","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","AA/AO","45","[c]","21950","21690"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","EO","65","[c]","28080","28120"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","SEO/HEO","55","[c]","37260","36870"
"Leaver Dept.","2023","Black","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
