"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","No function","Female","50","[c]","27200","26150"
"Leaver CS","2023","65+","Black","No function","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","No function","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","No function","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","No function","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","No function","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","Female","70","[c]","25870","21780"
"Leaver CS","2023","65+","Undeclared","No function","Male","90","[c]","31890","27650"
"Leaver CS","2023","65+","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","No function","Female","140","[c]","30760","25060"
"Leaver CS","2023","65+","Unknown","No function","Male","135","[c]","31800","26440"
"Leaver CS","2023","65+","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Counter Fraud","Female","80","[c]","26760","27570"
"Leaver CS","2023","65+","White","Counter Fraud","Male","65","[c]","29600","27840"
"Leaver CS","2023","65+","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Male","60","[c]","38410","35210"
"Leaver CS","2023","65+","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Finance","Male","40","[c]","39560","34300"
"Leaver CS","2023","65+","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Human Resources","Female","95","[c]","26360","22330"
"Leaver CS","2023","65+","White","Human Resources","Male","90","[c]","34360","33300"
"Leaver CS","2023","65+","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","No function","Female","1365","[c]","27300","24660"
"Leaver CS","2023","65+","White","No function","Male","1185","[c]","31000","27450"
"Leaver CS","2023","65+","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","White","Project Delivery","Female","35","[c]","[c]","[c]"
