"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Vehicle Certification Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","Female","35","[c]","23520","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","Female","40","[c]","40920","39690"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","Male","35","[c]","42690","47470"
"Leaver CS","2023","Welsh Revenue Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","Female","110","[c]","26830","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","Male","65","[c]","27030","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","Female","210","[c]","58940","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","Male","165","[c]","58320","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","Female","35","[c]","79790","76250"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","Male","40","[c]","86840","82510"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","Female","230","[c]","37140","35650"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","Male","200","[c]","37000","35650"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","Female","300","[c]","31640","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","Male","220","[c]","32000","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","95","[c]","57080","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","80","[c]","55700","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","125","[c]","36330","34670"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","135","[c]","36170","34290"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","Female","40","[c]","56080","54460"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","Male","40","[c]","56320","53550"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","Female","60","[c]","36020","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","Male","50","[c]","36240","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
