"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","SEO","Heterosexual / straight","415","[c]","42190","41280"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","SEO","Undeclared","55","[c]","42980","41190"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","SEO","Unknown","65","[c]","40580","40660"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","Heterosexual / straight","845","[c]","42850","33250"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","LGBO","80","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AA","Heterosexual / straight","75","[c]","20070","19770"
"Leaver CS","2023","Declared non-disabled","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AO","Heterosexual / straight","230","[c]","22170","21690"
"Leaver CS","2023","Declared non-disabled","Other","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","EO","Heterosexual / straight","80","[c]","28050","27650"
"Leaver CS","2023","Declared non-disabled","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","HEO","Heterosexual / straight","75","[c]","34850","34380"
"Leaver CS","2023","Declared non-disabled","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SEO","Heterosexual / straight","45","[c]","42070","40860"
"Leaver CS","2023","Declared non-disabled","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AO","Heterosexual / straight","65","[c]","23490","23720"
"Leaver CS","2023","Declared non-disabled","Policy","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","EO","Heterosexual / straight","90","[c]","27760","27840"
"Leaver CS","2023","Declared non-disabled","Policy","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G6","Heterosexual / straight","100","[c]","66980","65490"
"Leaver CS","2023","Declared non-disabled","Policy","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G7","Heterosexual / straight","250","[c]","54870","53600"
"Leaver CS","2023","Declared non-disabled","Policy","G7","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","HEO","Heterosexual / straight","235","[c]","34490","34020"
"Leaver CS","2023","Declared non-disabled","Policy","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SCS level","Heterosexual / straight","75","[c]","91560","79500"
"Leaver CS","2023","Declared non-disabled","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SEO","Heterosexual / straight","165","[c]","41920","40920"
"Leaver CS","2023","Declared non-disabled","Policy","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Heterosexual / straight","50","[c]","27400","27400"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6","Heterosexual / straight","65","[c]","70080","69420"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G7","Heterosexual / straight","105","[c]","55080","55170"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G7","Undeclared","10","[c]","[c]","[c]"
