"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Psychology","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Unknown","115","[c]","32490","30650"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","Unknown","135","[c]","29980","27500"
"Leaver CS","2023","Unknown","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","Unknown","45","[c]","27800","23500"
"Leaver CS","2023","Unknown","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","Unknown","240","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Undeclared","145","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Unknown","350","[c]","50460","43750"
"Leaver CS","2023","Unknown","Unknown","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","Unknown","525","[c]","37450","31460"
"Leaver CS","2023","Unknown","Unknown","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Heterosexual / straight","35","[c]","42360","38710"
"Leaver CS","2023","White","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Outside London","Heterosexual / straight","185","[c]","41730","38440"
"Leaver CS","2023","White","Commercial","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","London","Heterosexual / straight","115","[c]","49200","44220"
"Leaver CS","2023","White","Communications","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Outside London","Heterosexual / straight","85","[c]","38930","34610"
"Leaver CS","2023","White","Communications","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","London","Heterosexual / straight","30","[c]","41320","40000"
"Leaver CS","2023","White","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Outside London","Heterosexual / straight","175","[c]","28050","28120"
"Leaver CS","2023","White","Counter Fraud","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Outside London","Unknown","75","[c]","25910","27110"
"Leaver CS","2023","White","Digital, Data and Technology","London","Heterosexual / straight","180","[c]","51940","51970"
"Leaver CS","2023","White","Digital, Data and Technology","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Outside London","Heterosexual / straight","615","[c]","42550","39460"
"Leaver CS","2023","White","Digital, Data and Technology","Outside London","LGBO","60","[c]","38210","33520"
"Leaver CS","2023","White","Digital, Data and Technology","Outside London","Undeclared","45","[c]","36240","34340"
"Leaver CS","2023","White","Digital, Data and Technology","Outside London","Unknown","150","[c]","41830","39400"
"Leaver CS","2023","White","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","London","Heterosexual / straight","65","[c]","43140","37770"
"Leaver CS","2023","White","Economics","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Outside London","Heterosexual / straight","30","[c]","29770","19860"
"Leaver CS","2023","White","Economics","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","London","Heterosexual / straight","65","[c]","55310","53380"
"Leaver CS","2023","White","Finance","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Outside London","Heterosexual / straight","295","[c]","38240","34300"
"Leaver CS","2023","White","Finance","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Outside London","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","London","Heterosexual / straight","100","[c]","51010","47350"
"Leaver CS","2023","White","Human Resources","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Outside London","Heterosexual / straight","700","[c]","31200","27470"
"Leaver CS","2023","White","Human Resources","Outside London","LGBO","40","[c]","35610","32930"
"Leaver CS","2023","White","Human Resources","Outside London","Undeclared","40","[c]","29790","27470"
"Leaver CS","2023","White","Human Resources","Outside London","Unknown","60","[c]","31830","26670"
"Leaver CS","2023","White","Human Resources","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","Outside London","Heterosexual / straight","105","[c]","69210","77470"
"Leaver CS","2023","White","Inspector of Education and Training","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","London","Heterosexual / straight","40","[c]","36660","36180"
"Leaver CS","2023","White","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
