"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Female","35","[c]","30800","31660"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Actuary's Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Actuary's Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Human Resources","Female","35","[c]","49410","40570"
"Leaver Dept.","2023","Human Resources","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Legal Aid Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Legal Aid Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Female","55","[c]","27720","22220"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Female","50","[c]","41070","40010"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Submarine Delivery Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Submarine Delivery Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The Insolvency Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The Insolvency Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Valuation Office Agency","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Valuation Office Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Vehicle Certification Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Vehicle Certification Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Welsh Revenue Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Welsh Revenue Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Prison Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Prison Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
