"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Legal","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Operational Delivery","Female","485","[c]","23110","21780"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Operational Delivery","Male","195","[c]","23280","21780"
"Leaver CS","2023","20-29","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Operational Delivery","Female","35","[c]","24890","23390"
"Leaver CS","2023","20-29","HM Land Registry","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Operational Delivery","Female","1200","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Operational Delivery","Male","800","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Psychology","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Prison and Probation Service","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Economics","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","245","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","265","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Tax","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Tax","Male","145","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Economics","Male","30","[c]","27300","23210"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Policy","Female","50","[c]","33830","32970"
"Leaver CS","2023","20-29","HM Treasury (excl. agencies)","Policy","Male","45","[c]","38750","33820"
"Leaver CS","2023","20-29","Health and Safety Executive","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Health and Safety Executive","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Digital, Data and Technology","Male","30","[c]","37500","36750"
"Leaver CS","2023","20-29","Home Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Economics","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Operational Delivery","Female","185","[c]","25080","25630"
"Leaver CS","2023","20-29","Home Office","Operational Delivery","Male","215","[c]","25190","25750"
"Leaver CS","2023","20-29","Home Office","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Other","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Policy","Female","55","[c]","40980","41950"
"Leaver CS","2023","20-29","Home Office","Policy","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Statistics","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Statistics","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
