"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Health and Safety Executive","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","SEO/HEO","SEO","15","[c]","43340","41160"
"Leaver Dept.","2023","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA/AO","AO","155","[c]","23130","22400"
"Leaver Dept.","2023","Home Office","EO","EO","345","[c]","27470","26750"
"Leaver Dept.","2023","Home Office","G6/G7","G6","55","[c]","71060","70840"
"Leaver Dept.","2023","Home Office","G6/G7","G7","130","[c]","58760","59290"
"Leaver Dept.","2023","Home Office","SCS level","SCS level","30","[c]","90620","84160"
"Leaver Dept.","2023","Home Office","SEO/HEO","HEO","285","[c]","34730","35350"
"Leaver Dept.","2023","Home Office","SEO/HEO","SEO","195","[c]","42310","43210"
"Leaver Dept.","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","AA/AO","AO","10","[c]","21740","21780"
"Leaver Dept.","2023","Legal Aid Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","AA/AO","AA","40","[c]","23140","21810"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","AA/AO","AO","105","[c]","22860","22220"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","EO","EO","85","[c]","28190","27140"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","G6/G7","G6","20","[c]","70170","71130"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","G6/G7","G7","60","[c]","54180","55500"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","120","[c]","35580","34300"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","140","[c]","43730","43750"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","AA/AO","AO","15","[c]","21710","21400"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","EO","EO","70","[c]","27780","27170"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","G6/G7","G6","15","[c]","68450","68780"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","G6/G7","G7","70","[c]","57280","55860"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","SCS level","SCS level","15","[c]","87390","89550"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","130","[c]","33960","34260"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","155","[c]","42120","42010"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","AA/AO","AO","15","[c]","27420","24650"
"Leaver Dept.","2023","National Crime Agency","EO","EO","30","[c]","35180","34670"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","HEO","30","[c]","40910","40340"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","SEO","20","[c]","49350","49520"
"Leaver Dept.","2023","National Infrastructure Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","10","[c]","33900","33130"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","EO","EO","30","[c]","26110","25750"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G7","10","[c]","49960","48330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","HEO","30","[c]","33790","33400"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","AA/AO","AO","20","[c]","21540","21780"
"Leaver Dept.","2023","Office of the Public Guardian","EO","EO","20","[c]","25550","25830"
"Leaver Dept.","2023","Office of the Public Guardian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","AA/AO","AO","35","[c]","21810","22150"
"Leaver Dept.","2023","Rural Payments Agency","EO","EO","20","[c]","25540","25920"
"Leaver Dept.","2023","Rural Payments Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","AA/AO","AO","10","[c]","24690","25060"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","EO","EO","10","[c]","31290","31970"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","SEO/HEO","HEO","10","[c]","35690","35530"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","SEO/HEO","SEO","10","[c]","47680","49860"
"Leaver Dept.","2023","Scottish Prison Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Unknown","Unknown","15","[c]","40530","38790"
"Leaver Dept.","2023","Teaching Regulation Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","AA/AO","AO","40","[c]","22420","22180"
"Leaver Dept.","2023","The Insolvency Service","EO","EO","10","[c]","26090","25410"
"Leaver Dept.","2023","The Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
