"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Treasury","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Attorney General's Departments","London","245","[c]","49160","52020"
"Leaver CS","2023","Declared non-disabled","Legal","Attorney General's Departments","Outside London","215","[c]","41430","38760"
"Leaver CS","2023","Declared non-disabled","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","HM Land Registry","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","UK Supreme Court","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Cabinet Office","London","85","[c]","49220","41410"
"Leaver CS","2023","Declared non-disabled","No function","Cabinet Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Chancellor's other departments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Charity Commission","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","London","300","[c]","49130","53380"
"Leaver CS","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Outside London","115","[c]","32620","28750"
"Leaver CS","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","London","100","[c]","43930","36810"
"Leaver CS","2023","Declared non-disabled","No function","Department for Education","London","40","[c]","55980","55020"
"Leaver CS","2023","Declared non-disabled","No function","Department for Education","Outside London","65","[c]","43440","38210"
"Leaver CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","London","155","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Outside London","245","[c]","32510","29100"
"Leaver CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department for International Trade","London","45","[c]","48300","44290"
"Leaver CS","2023","Declared non-disabled","No function","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","London","85","[c]","49720","53130"
"Leaver CS","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Outside London","80","[c]","40680","37420"
"Leaver CS","2023","Declared non-disabled","No function","Department for Transport","London","145","[c]","48040","43750"
"Leaver CS","2023","Declared non-disabled","No function","Department for Transport","Outside London","660","[c]","27760","22500"
"Leaver CS","2023","Declared non-disabled","No function","Department for Work and Pensions","London","585","[c]","31300","31060"
"Leaver CS","2023","Declared non-disabled","No function","Department for Work and Pensions","Outside London","4180","[c]","26310","27570"
"Leaver CS","2023","Declared non-disabled","No function","Department for Work and Pensions","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Department of Health and Social Care","London","380","[c]","40020","33750"
"Leaver CS","2023","Declared non-disabled","No function","Department of Health and Social Care","Outside London","680","[c]","35270","30460"
"Leaver CS","2023","Declared non-disabled","No function","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","Outside London","165","[c]","31010","28080"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs","London","105","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs","Outside London","1250","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury","London","125","[c]","47650","39050"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","London","420","[c]","41300","36180"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","Outside London","665","[c]","27620","26040"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence","London","85","[c]","41690","38850"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence","Outside London","960","[c]","33680","31480"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice","London","785","[c]","34050","29660"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice","Outside London","4610","[c]","25260","21780"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","Outside London","40","[c]","42960","42010"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Outside London","140","[c]","61080","66170"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Government","Outside London","165","[c]","28710","24490"
