"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scottish Government","AA/AO","85","[c]","25020","24710"
"Leaver CS","2023","30-39","Unknown","Scottish Government","EO","60","[c]","33060","31940"
"Leaver CS","2023","30-39","Unknown","Scottish Government","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scottish Government","SEO/HEO","50","[c]","39190","38250"
"Leaver CS","2023","30-39","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Statistics Authority","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Work and Pensions","AA/AO","65","[c]","21820","21690"
"Leaver CS","2023","40-49","Declared disabled","Department for Work and Pensions","EO","115","[c]","28580","28120"
"Leaver CS","2023","40-49","Declared disabled","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Revenue and Customs","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","AA/AO","85","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Ministry of Justice","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
