"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Debt","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Female","40","[c]","35760","35670"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","Female","145","[c]","21920","21690"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","Male","95","[c]","22230","21690"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","EO","Female","190","[c]","28530","28120"
"Leaver Dept.","2023","Declared disabled","No function","EO","Male","105","[c]","28230","28120"
"Leaver Dept.","2023","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","Female","65","[c]","58050","54700"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","Male","45","[c]","58850","56260"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","Female","165","[c]","36500","35620"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","Male","80","[c]","36520","35650"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","EO","Female","10","[c]","[c]","[c]"
