"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","55","[c]","47850","50000"
"Leaver Dept.","2023","Declared non-disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Finance","225","[c]","45500","39150"
"Leaver Dept.","2023","Declared non-disabled","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Operational Delivery","55","[c]","25040","22150"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Human Resources","330","[c]","37650","33210"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Operational Delivery","50","[c]","34310","28120"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","100","[c]","36380","33020"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Internal Audit","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Legal","90","[c]","59700","56920"
"Leaver Dept.","2023","Declared non-disabled","Legal","Operational Delivery","60","[c]","29220","27590"
"Leaver Dept.","2023","Declared non-disabled","Legal","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Economics","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Intelligence Analysis","35","[c]","34330","33990"
"Leaver Dept.","2023","Declared non-disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","International Trade","50","[c]","39390","35280"
"Leaver Dept.","2023","Declared non-disabled","No function","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Operational Delivery","3315","[c]","29480","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Other","80","[c]","41440","36160"
"Leaver Dept.","2023","Declared non-disabled","No function","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Policy","1200","[c]","46250","41550"
"Leaver Dept.","2023","Declared non-disabled","No function","Project Delivery","55","[c]","46140","43210"
"Leaver Dept.","2023","Declared non-disabled","No function","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Science and Engineering","45","[c]","38500","38620"
"Leaver Dept.","2023","Declared non-disabled","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Tax","100","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","605","[c]","47700","41930"
"Leaver Dept.","2023","Declared non-disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Project Delivery","240","[c]","41860","39150"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Operational Delivery","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Property","70","[c]","39190","35310"
"Leaver Dept.","2023","Declared non-disabled","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Security","65","[c]","33010","31580"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","70","[c]","36490","34320"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Other","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Policy","105","[c]","41890","38160"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","145","[c]","36910","33520"
"Leaver Dept.","2023","Undeclared","Analysis","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Operational Delivery","255","[c]","28680","27570"
"Leaver Dept.","2023","Undeclared","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Policy","125","[c]","46080","41970"
"Leaver Dept.","2023","Undeclared","No function","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Tax","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Unknown","45","[c]","45180","41870"
"Leaver Dept.","2023","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","5","[c]","[c]","[c]"
