"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","AO","160","[c]","21670","21690"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","EO","115","[c]","28190","28120"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","HEO","15","[c]","35260","34170"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Licensing Agency","AA","10","[c]","19000","19000"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Licensing Agency","AO","65","[c]","22460","22500"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Standards Agency","AO","45","[c]","26250","27490"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Standards Agency","EO","80","[c]","27350","26780"
"New entrant CS","2023","40-49","No function","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Food Standards Agency","EO","15","[c]","26440","26910"
"New entrant CS","2023","40-49","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Food Standards Agency","SEO","15","[c]","39520","38100"
"New entrant CS","2023","40-49","No function","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","AA","35","[c]","20530","19930"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","AO","145","[c]","22200","21780"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","EO","15","[c]","27600","25830"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Land Registry","AO","40","[c]","23550","23390"
"New entrant CS","2023","40-49","No function","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","AA","285","[c]","23350","23230"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","AO","700","[c]","29290","28880"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","EO","30","[c]","28950","28480"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","HEO","50","[c]","33620","33200"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","SEO","25","[c]","45670","44330"
"New entrant CS","2023","40-49","No function","HM Prison and Probation Service","Unknown","590","[c]","23870","23640"
"New entrant CS","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","AO","245","[c]","22600","22520"
"New entrant CS","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","EO","25","[c]","28400","27650"
"New entrant CS","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","HEO","25","[c]","35090","34400"
"New entrant CS","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Treasury (excl. agencies)","EO","10","[c]","25990","25140"
"New entrant CS","2023","40-49","No function","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","EO","10","[c]","27930","27320"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Health and Safety Executive","SEO","20","[c]","49630","48150"
"New entrant CS","2023","40-49","No function","Home Office","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Home Office","AO","575","[c]","23280","22400"
"New entrant CS","2023","40-49","No function","Home Office","EO","530","[c]","26690","25750"
"New entrant CS","2023","40-49","No function","Home Office","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Home Office","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Home Office","HEO","35","[c]","33700","32000"
"New entrant CS","2023","40-49","No function","Home Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Home Office","SEO","30","[c]","40650","39190"
"New entrant CS","2023","40-49","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Legal Aid Agency","AO","15","[c]","21780","21780"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","AO","15","[c]","22500","22500"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Maritime and Coastguard Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","AA","45","[c]","20430","19770"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","AO","95","[c]","22490","22220"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","EO","45","[c]","29260","27140"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","G6","15","[c]","82380","84890"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","HEO","45","[c]","36810","33990"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence (excl. agencies)","SEO","15","[c]","43070","41200"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Crime Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Crime Agency","EO","30","[c]","33620","34500"
"New entrant CS","2023","40-49","No function","National Crime Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Crime Agency","HEO","15","[c]","42220","42110"
"New entrant CS","2023","40-49","No function","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","G7","65","[c]","75760","77470"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","SEO","50","[c]","50200","47750"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","EO","15","[c]","24440","24500"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of the Public Guardian","AO","40","[c]","21750","21780"
"New entrant CS","2023","40-49","No function","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Planning Inspectorate","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Planning Inspectorate","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Planning Inspectorate","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Planning Inspectorate","G7","25","[c]","43160","41840"
"New entrant CS","2023","40-49","No function","Registers of Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Scottish Courts and Tribunals Service","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Scottish Courts and Tribunals Service","AO","10","[c]","23190","23190"
"New entrant CS","2023","40-49","No function","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
