"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","AO","Heterosexual / straight","35","[c]","21610","21690"
"Leaver Dept.","2023","Debt","Other","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","AO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","EO","Heterosexual / straight","55","[c]","27780","27170"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G7","Heterosexual / straight","70","[c]","54650","54260"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","HEO","Heterosexual / straight","90","[c]","33370","33340"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","HEO","Unknown","80","[c]","32230","32000"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SEO","Heterosexual / straight","100","[c]","41540","40400"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","SEO","Unknown","50","[c]","40920","41090"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
