"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","London","40","[c]","56550","46360"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","Outside London","20","[c]","40980","39190"
"Leaver Dept.","2023","Home Office","Economics","London","25","[c]","50140","43760"
"Leaver Dept.","2023","Home Office","Finance","London","20","[c]","53880","51250"
"Leaver Dept.","2023","Home Office","Finance","Outside London","10","[c]","34880","32160"
"Leaver Dept.","2023","Home Office","Human Resources","London","30","[c]","52830","43210"
"Leaver Dept.","2023","Home Office","Human Resources","Outside London","25","[c]","38560","32640"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","Outside London","15","[c]","27020","25980"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","London","135","[c]","35520","29980"
"Leaver Dept.","2023","Home Office","Operational Delivery","Outside London","385","[c]","27560","25880"
"Leaver Dept.","2023","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","London","45","[c]","36850","35070"
"Leaver Dept.","2023","Home Office","Other","Outside London","15","[c]","27190","26040"
"Leaver Dept.","2023","Home Office","Policy","London","225","[c]","49320","43210"
"Leaver Dept.","2023","Home Office","Policy","Outside London","20","[c]","40110","39190"
"Leaver Dept.","2023","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Project Delivery","London","55","[c]","50710","43310"
"Leaver Dept.","2023","Home Office","Project Delivery","Outside London","35","[c]","38120","39190"
"Leaver Dept.","2023","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","London","15","[c]","46430","43210"
"Leaver Dept.","2023","Home Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Commercial","Outside London","50","[c]","38840","41200"
"Leaver Dept.","2023","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","Outside London","50","[c]","37480","37410"
"Leaver Dept.","2023","Ministry of Defence","Finance","London","15","[c]","57830","46110"
"Leaver Dept.","2023","Ministry of Defence","Finance","Outside London","30","[c]","40080","40000"
"Leaver Dept.","2023","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","London","15","[c]","41030","38020"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","Outside London","75","[c]","27240","22220"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","London","20","[c]","40710","38020"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","Outside London","75","[c]","27000","22300"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Other","Outside London","25","[c]","41230","40260"
"Leaver Dept.","2023","Ministry of Defence","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Policy","London","45","[c]","47840","45750"
"Leaver Dept.","2023","Ministry of Defence","Policy","Outside London","15","[c]","39550","38020"
"Leaver Dept.","2023","Ministry of Defence","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Project Delivery","Outside London","80","[c]","41080","40000"
"Leaver Dept.","2023","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Property","Outside London","15","[c]","32240","33300"
"Leaver Dept.","2023","Ministry of Defence","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Science and Engineering","Outside London","45","[c]","40800","39890"
"Leaver Dept.","2023","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Security","Outside London","45","[c]","27570","25000"
"Leaver Dept.","2023","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Statistics","London","15","[c]","46510","47500"
"Leaver Dept.","2023","Ministry of Defence","Statistics","Outside London","10","[c]","42050","42700"
"Leaver Dept.","2023","Ministry of Justice","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Commercial","Outside London","20","[c]","34790","36050"
"Leaver Dept.","2023","Ministry of Justice","Communications","London","15","[c]","46170","41750"
"Leaver Dept.","2023","Ministry of Justice","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Digital, Data and Technology","London","20","[c]","51080","47590"
"Leaver Dept.","2023","Ministry of Justice","Digital, Data and Technology","Outside London","30","[c]","38170","31270"
"Leaver Dept.","2023","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Finance","London","15","[c]","45510","35410"
"Leaver Dept.","2023","Ministry of Justice","Finance","Outside London","20","[c]","38490","34110"
"Leaver Dept.","2023","Ministry of Justice","Human Resources","London","25","[c]","45520","43650"
"Leaver Dept.","2023","Ministry of Justice","Human Resources","Outside London","55","[c]","40880","41100"
"Leaver Dept.","2023","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Legal","London","20","[c]","45170","43650"
"Leaver Dept.","2023","Ministry of Justice","Legal","Outside London","15","[c]","39080","37790"
"Leaver Dept.","2023","Ministry of Justice","Operational Delivery","London","315","[c]","35650","29660"
"Leaver Dept.","2023","Ministry of Justice","Operational Delivery","Outside London","865","[c]","24970","21780"
"Leaver Dept.","2023","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Operational Research","London","10","[c]","45200","41750"
"Leaver Dept.","2023","Ministry of Justice","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Policy","London","90","[c]","44340","43650"
"Leaver Dept.","2023","Ministry of Justice","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Project Delivery","London","15","[c]","45900","43650"
"Leaver Dept.","2023","Ministry of Justice","Project Delivery","Outside London","10","[c]","42040","37680"
"Leaver Dept.","2023","Ministry of Justice","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Property","Outside London","15","[c]","36280","37680"
"Leaver Dept.","2023","Ministry of Justice","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Security","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Social Research","London","10","[c]","45030","42010"
"Leaver Dept.","2023","Ministry of Justice","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","London","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","Outside London","100","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","London","30","[c]","45840","40340"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","Outside London","35","[c]","34080","34670"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
