"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Finance","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Finance","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Human Resources","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Female","35","[c]","35270","32410"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Legal","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","Female","60","[c]","38340","34260"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","Male","45","[c]","39770","34830"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Operational Research","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Policy","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Policy","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","Female","35","[c]","42960","41910"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","Male","55","[c]","48240","43860"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Outside London","Female","85","[c]","34260","34670"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Outside London","Male","115","[c]","40440","38640"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Unknown","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Other","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
