"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department of Health and Social Care","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Medicine","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","AA/AO","Unknown","90","[c]","21890","20750"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","EO","Heterosexual / straight","50","[c]","26920","27840"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","EO","Unknown","65","[c]","26330","27060"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","G6/G7","Heterosexual / straight","65","[c]","60130","54830"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","G6/G7","Unknown","100","[c]","58550","56860"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","Heterosexual / straight","70","[c]","36350","36580"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","SEO/HEO","Unknown","155","[c]","36630","37060"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Project Delivery","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","Heterosexual / straight","30","[c]","36450","33500"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","EO","Undeclared","45","[c]","27420","28770"
"New entrant CS","2023","Department of Health and Social Care","Unknown","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
